sleeper_id,gsis_id,name,route,status,why,smallest_next_experiment
13725,00-0040937,Dominic Richardson,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
13778,00-0040964,EJ Smith,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
13964,00-0041323,Myles Montgomery,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
8214,00-0037078,Cole Turner,dormant_drafted,unresolved,appeared before and left DG-177's cohort after two absent seasons,"appeared before, then absent: a dormant-return experiment on last observed production and absence length (separate population)"
13342,00-0040955,John Michael Gyllenborg,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
12070,00-0039263,McCallan Castles,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
14034,00-0041451,Brock Rechsteiner,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
13410,00-0041004,Chase Roberts,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
12210,00-0039626,Cole Burgess,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
6453,00-0035045,D.J. Montgomery,dormant_no_draft_record,unresolved,appeared before and left DG-177's cohort after two absent seasons; no draft record,"appeared before, then absent, no draft record: the dormant-return experiment without draft features"
13392,00-0040953,Jeff Caldwell,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
12773,00-0040464,DJ Uiagalelei,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
6185,00-0035282,Easton Stick,dormant_drafted,unresolved,appeared before and left DG-177's cohort after two absent seasons,"appeared before, then absent: a dormant-return experiment on last observed production and absence length (separate population)"
13314,00-0041453,Luke Altmyer,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
10983,00-0038391,Sean Clifford,dormant_drafted,unresolved,appeared before and left DG-177's cohort after two absent seasons,"appeared before, then absent: a dormant-return experiment on last observed production and absence length (separate population)"
8025,00-0036727,Adam Prentice,existing_forecast_join_failure,recovered_existing_forecast,"an accepted DG-177 forecast exists for this identity; delivered in the coverage run's recovery sidecar, not re-estimated",none needed; consumption is root's numerical/identity acceptance
13277,00-0041326,CJ Donaldson,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
11186,00-0038930,Carlos Washington,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
13595,00-0041191,Cash Jones,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
13339,00-0041277,Davon Booth,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
13315,00-0041415,Dean Connors,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
9227,00-0038389,Israel Abanikanda,dormant_drafted,unresolved,appeared before and left DG-177's cohort after two absent seasons,"appeared before, then absent: a dormant-return experiment on last observed production and absence length (separate population)"
13348,00-0041217,J'Mari Taylor,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
13419,00-0040959,Jaydn Ott,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
12969,00-0040568,Lan Larison,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
13437,00-0041312,Noah Whittington,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
13418,00-0041178,Robert Henry,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
13416,00-0040998,Roman Hemby,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
6918,00-0036020,Salvon Ahmed,dormant_no_draft_record,unresolved,appeared before and left DG-177's cohort after two absent seasons; no draft record,"appeared before, then absent, no draft record: the dormant-return experiment without draft features"
12984,00-0040566,CJ Dippre,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
6529,00-0035345,Chris Myarick,dormant_no_draft_record,unresolved,appeared before and left DG-177's cohort after two absent seasons; no draft record,"appeared before, then absent, no draft record: the dormant-return experiment without draft features"
13321,00-0041422,Dan Villari,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
12883,00-0040552,Joshua Simon,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
13432,00-0041357,Khalil Dinkins,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
13401,00-0040939,Michael Trigg,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
8523,00-0037317,Nick Muse,never_appeared_drafted,unresolved,"drafted in 2022, outside the frozen 2025-class candidate population","drafted, no rookie-year record, but outside the frozen candidate population (class or draft position): a separately frozen population"
6451,00-0035039,Stephen Carlson,dormant_no_draft_record,unresolved,appeared before and left DG-177's cohort after two absent seasons; no draft record,"appeared before, then absent, no draft record: the dormant-return experiment without draft features"
12863,00-0040298,Andrew Armstrong,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
12460,00-0040438,Antwane Wells,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
7865,00-0036775,Brandon Smith,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
13011,00-0040597,Brennan Presley,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
13674,00-0041179,Chris Hilton,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
13336,00-0041293,Dane Key,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
8176,00-0037828,Danny Gray,dormant_drafted,unresolved,appeared before and left DG-177's cohort after two absent seasons,"appeared before, then absent: a dormant-return experiment on last observed production and absence length (separate population)"
13621,00-0041342,Dillon Bell,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
13316,00-0041257,Eric Rivers,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
6045,00-0035589,Gary Jennings,never_appeared_drafted,unresolved,"drafted in 2019, outside the frozen 2025-class candidate population","drafted, no rookie-year record, but outside the frozen candidate population (class or draft position): a separately frozen population"
13670,00-0041368,Harrison Wallace,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
13074,00-0040558,Isaiah Neyor,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
12746,00-0040275,JP Richardson,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
13696,00-0041272,Ja'Mori Maclin,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
13179,00-0040265,Ja'seem Reed,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
12925,00-0040405,Jamaal Pritchett,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
13325,00-0040934,Jordan Hudson,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
12761,00-0040375,Jordan Moore,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
11520,00-0038181,Lucky Jackson,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
13318,00-0041248,Noah Thomas,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
13356,00-0041216,Trebor Pena,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
13600,00-0040919,Tyren Montgomery,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
13343,00-0041185,Vinny Anthony,never_appeared_no_draft_record,unresolved,no draft record in the held sources and no championship-window stat row,"no draft record in any held source, no championship-window row: a separately specified no-record entry cohort (entry season, position, age) with its own frozen population is the smallest valid next experiment; no roster-survivor selection"
